x1,x2,label
0.16059409766552135,0.48260161586197986,1
1.198439996428508,-0.5421043952453981,0
-0.6189068529872274,0.7285165771613463,0
1.0708387636571677,-0.3406173167220672,0
0.8431964180386217,-0.5028650667207901,0
-0.19062143900306688,0.3353096278875037,1
0.8490060439559529,0.6074451702442129,0
0.21581773384503844,0.0102230768982077,1
-0.0852361070780699,0.4126500245667527,1
0.8445724326114601,0.4626830401823374,0
-0.8571251724103067,-0.32192308803113817,0
-0.3790064901666258,-0.04956137566420148,1
0.5277544631457249,0.0949122833214606,1
0.2801869270560846,0.3961175934008809,1
0.3358258439395857,-0.9259351178329208,0
-0.08963625269817208,0.453283435142121,1
0.749823614930919,0.7220410269093613,0
0.4167747484941527,-0.09105623433258453,1
-0.24856952273678412,0.23371880449728333,1
-0.39981234747159905,-0.16347368172826274,1
0.25354091434947823,0.037965506772008176,1
-0.8019742660725626,0.19958233933996447,0
0.887129072892582,-0.45871059126435104,0
0.3020206602973396,-0.05814798115230352,1
0.8883110349309502,-0.09720924103463849,0
0.5483126566746952,-0.07243956877440086,1
-0.8744010763955191,0.6510536422401285,0
-0.15738750786829003,-0.3608102298923984,1
-0.11031339331655918,0.22638087886654193,1
-0.08346584134835844,-0.441040686137774,1
0.9787410482540182,0.4686795530596526,0
-1.0932890530183155,-0.1493787315751673,0
0.9076572282318458,-0.5419109691846787,0
0.8645282003425756,-0.04106231150664613,0
-0.07336083163928689,-0.34150973566623943,1
-0.5894964328143898,-1.0551222658430535,0
0.44829355791020775,0.37394725656279026,1
0.9808751281427435,0.45801127966283683,0
0.29896865615510193,-1.0140955282594424,0
-0.12831871974357414,0.27228201189863865,1
0.20959953563966666,0.33096659117460864,1
1.084608811434533,-0.08340570973087605,0
-0.31107377151642307,-0.3978935480378315,1
-0.39564228050086175,0.993530525091439,0
0.2663000381780718,-0.1861978882628051,1
1.0305250794141603,-0.015468454002697488,0
0.785131390266625,-0.20754961170799235,0
-0.5215671312148868,-1.0022454104402758,0
-0.6700776608671865,0.7507242733825333,0
-1.1014243973973765,0.17129047515034374,0
0.08066776664151878,-0.8851096111300467,0
-0.0678274499183357,-0.3323391700608031,1
1.027083224290043,0.10726479578050606,0
-0.4291970543524426,-0.20298982903184237,1
-0.6544986275421416,-0.7087298506147246,0
-0.20266076565595076,-0.0034420684334088847,1
-0.7014657998869672,-0.5672621844979033,0
0.25101616490352097,-0.061113898460630034,1
-1.1009606153726863,-0.01954445421798809,0
-0.9462150229592773,-0.4449785446065613,0
0.11841303700105177,1.2591139128978948,0
-0.5425394648622279,-0.226466626866246,1
-0.10843561420178344,0.30117062928544824,1
0.7979961578174966,0.1500096014701093,0
-0.0022301312421980635,1.037639791310939,0
-0.3529885258505172,-0.36493857777369654,1
-0.9226575255136822,-0.402492587586033,0
0.24800637788835417,-0.1460844693550974,1
-0.08492128663521828,0.44104178347151873,1
-0.7605655795088533,-0.19535147253807722,0
0.4013066382664297,0.22253324420603326,1
0.47695565106170357,0.7899162417934744,0
-0.09586513629528756,-1.0021596528012549,0
-0.8726193364690323,-0.3528352794592502,0
-0.8863226664645594,-0.36116104267596266,0
-0.20608879461822355,-0.25549971104343366,1
0.2786440889027919,0.9900788069206747,0
-0.25168968758615307,0.38812820224299416,1
-0.09743980313465984,-0.2936857476770871,1
-0.8267097149081027,0.7710547041504264,0
0.12156268169086462,-0.4246232169732034,1
0.40039798800545795,1.0384858519224405,0
0.4669913833437213,0.1910722227775689,1
0.1679642848508662,-0.9569200375622846,0
0.08005065501724308,0.4555601576391138,1
-0.8148994515994155,-0.8322529977655255,0
-0.5250084758545875,-0.8796639094996374,0
-0.7249465042717788,-0.549133064261829,0
0.13790489188158558,-0.4928203769034384,1
-0.37454020387080567,-0.13837896472133618,1
-0.3765679000098014,-0.011870721083773194,1
-0.28758700128262027,-0.2455808043607996,1
0.27311902536744365,-0.24751055039038508,1
0.18792039266693972,0.8932148425950576,0
-0.6332376618069344,-0.864510280947996,0
0.1576452959231186,-0.9978230139312706,0
0.19816608956081738,-0.2860599136074823,1
-0.31870639823138286,-0.15820734875602147,1
-0.3116580816961134,-0.08683452212081334,1
-0.30612756051136636,0.02479136691114621,1
0.6245269546648688,0.7864447930357499,0
0.26877738550923536,0.0352138160064598,1
0.9891374959662051,-0.2758647184319658,0
-0.5053513293901143,-0.28646972794089065,1
-0.10942074852895844,0.3260862759547322,1
-0.9795219110749471,0.5168360263051348,0
-0.6047390854065909,0.8457213186867754,0
-0.29354104455213714,-0.08172148431490826,1
0.2538107429537011,-0.40460837935022803,1
-1.1435831263246063,0.14759644093510188,0
0.4259385437143112,0.2078553131829274,1
-0.2468043524350157,0.20908392951997518,1
0.2574912313562186,-0.9507937108005887,0
0.20817251769814224,0.9414259622103852,0
-0.0734534737827428,-0.31525165515683096,1
0.3994825233855317,-0.8853711040814223,0
-0.24099367520484508,-0.12051666243114617,1
0.5675302085464274,0.8750680867677669,0
-1.0679972576004535,0.21768716343592104,0
0.3947494046870539,-0.642009365097933,0
-0.3648089064655979,0.25543683272950013,1
0.635687890047016,-0.9490407169020503,0
-0.4920738160698895,-0.19047739065727906,1
0.26359063548450234,0.40428502501786706,1
-0.47386849369999784,-0.9047153453387886,0
0.7950490286750207,-0.470011277496702,0
-0.5891473631762956,-1.0145959480576805,0
0.3514554195235655,-0.8371325407976954,0
0.14775411174556316,-0.3252019724458125,1
0.04618967205119213,1.0493711828217882,0
-0.12458319579197649,0.5053623813969721,1
-0.8504851783542062,-0.7492173532003636,0
0.7994764440932188,0.6739194678724936,0
0.3548019682452025,0.41290872220237584,1
-0.1206633311922044,-0.38494794294300944,1
0.4164070660256022,-0.16566203096414472,1
0.753104653052771,0.09829833442028385,0
-0.14600294849786746,0.2912104196570391,1
-0.43190542856556,1.1577062171748596,0
0.03170374631806342,-0.3856286682563117,1
0.8579403316355618,0.0877469948314673,0
-0.4633361927300288,-0.03513676073382849,1
-0.0812415168372081,0.3206390435404234,1
1.0551903071449211,0.016105123901177514,0
-0.3301747140399005,-0.16397338552513857,1
-0.22437802592574074,0.3283416505093475,1
0.38742091057758166,0.3274642078043295,1
0.2907755785416741,0.9402699653866732,0
-0.1313874420822699,1.1155972040809847,0
0.9611270396170675,-0.35000203030785126,0
0.058100273640106004,0.40849554742351224,1
0.019336093491134132,0.5145007798157862,1
-0.019686589443844577,-0.8486509483834016,0
-0.17764041111768222,-0.4788394761336179,1
0.39628078369726655,0.03734979825662478,1
-0.28711593254280166,0.2171617996144097,1
0.4647288151004508,0.16512148485914013,1
0.8803912375579674,-0.02075775727571319,0
0.3353963090773149,0.42842098981351207,1
0.7122857773039616,-0.801704851849701,0
1.1047396775863696,0.10649077654437622,0
0.6686010864150261,-0.8139576688424182,0
-0.45204421613977663,0.0481703101440142,1
0.635562464033183,0.7403070703539675,0
-0.8357173173747393,0.49816608091154096,0
1.0654953042567583,0.1820106598254129,0
0.2554772860947557,-0.2882780018106275,1
0.06300679751688046,-0.39018692678871275,1
-0.2414984820499516,-0.19184172802165314,1
-0.797955459219463,0.2837291557439359,0
0.2649422541696971,0.852320100286761,0
0.37062394458769526,-0.26721562342029415,1
-0.5252291067781392,0.23114123836090225,1
-0.22408803176385925,0.29726549250043566,1
0.9290707368622129,0.3150921967283608,0
1.0920175353371335,0.4108193914336855,0
-1.1646619472358142,-0.15950600984527763,0
0.14743281569336164,-0.4967826788083088,1
0.8718738702614386,-0.40639851764639245,0
0.10131332634236077,0.40688625786099264,1
-0.18792523290030894,-0.24435831664218535,1
-0.7398528178838257,-0.7912187685648756,0
0.3442241049113524,0.20843825835297036,1
0.36579810604442664,-0.9266781536103734,0
0.2805085190563402,0.3209350132351441,1
-0.3439295658805495,-0.2279163696120049,1
0.6425652020326547,0.515725656922746,0
-0.31758597303523917,-0.032057464319783624,1
-1.0793262749133918,0.04579772686203168,0
0.5746845339136023,0.7965382918879643,0
-0.29031559394974293,-0.3974162449056242,1
-0.8857953888723842,-0.5266032972745308,0
0.7755684079675713,-0.8584961105680899,0
-0.7335776851646223,-0.5073193318457337,0
-0.4552240147778083,-0.38009482783326587,1
0.8382787300452959,-0.46812371642652284,0
0.1631551457889812,1.0127263366099615,0
-0.7930571828704828,-0.7096646093036991,0
0.2621214558385019,0.9779530197733293,0
0.10802453629021795,-1.1883070560550013,0
0.5193676168739221,0.07586024258652982,1
0.053103936905542666,-0.2974227260781828,1
1.1353855376577082,0.39176126309757914,0
0.06054447980013004,-0.9524496689946935,0
0.18570054686524473,-0.3335799944248556,1
0.8329972061460134,0.49582855426694544,0
-0.34669668329886455,-0.15906714774026257,1
0.84721747464515,0.6496652425065177,0
-0.33011803275587254,-0.22564185132651937,1
1.0392273548072644,0.3713264408352507,0
-0.561381190682836,-0.8164090959908678,0
-0.26729664239267203,-0.28806442714431435,1
-0.26517011779338906,0.09182440191885521,1
0.4577633141296216,-0.11823458588407099,1
0.24820793704563585,0.17957068533696002,1
-0.43766791292471957,-0.17530431809554742,1
-0.20129747485773863,0.22156211190317293,1
-0.2509765741449271,0.4296649756806501,1
-0.47342081156357246,0.02582806859733605,1
-0.8903035227222557,-0.2777637725312698,0
-0.4073962386314459,-0.2027973057423117,1
0.03748769588566696,0.484565871352159,1
-0.3123776865304587,-0.3904525568079703,1
-0.01761277958768029,1.1393557614789818,0
0.1465853965810411,-0.1824489446212187,1
0.5336735253609699,-1.0136178409416101,0
-0.3697700379065473,-0.17414729362296194,1
-0.2150499588903094,-0.07115661552091959,1
-0.6686607998933833,-1.053142753895343,0
0.4680648398409132,0.004904054347268788,1
0.5084843644368384,1.0549111265592683,0
0.8855476030572128,0.4366377738448463,0
0.24428495556388302,0.3820358157508968,1
-0.1798164657901051,0.5042320549302501,1
0.6864078461815334,-0.8318395705038572,0
0.24020031784866389,-0.07020187242137968,1
0.19217592099920727,0.9615642353971804,0
-0.968957590131757,-0.2877622298557566,0
-0.22116424993947764,0.44596904083360256,1
-0.21166665034290882,-0.47865684464262387,1
-0.2919519292853585,-0.24059942111965082,1
-0.3752080390134347,-0.9901318802386421,0
0.9493665295982714,0.1578537664316947,0
0.7562746328880732,-0.39284660260163873,0
-0.14935959279831612,1.113722270223867,0
-0.2989382007180095,0.840552204676628,0
0.07722335242767941,0.28981941674141015,1
-0.7769669891494982,-0.5608448630567788,0
-0.9857872170069348,-0.4589626436776374,0
0.8599990190398776,-0.2673207440321832,0
-0.3390099320821706,-0.16118248759299766,1
1.072242139537425,-0.044727513688796836,0
0.3711215935469445,-0.18568050819634768,1
-0.06693418366509121,0.20317847797946378,1
0.6171728069201428,-0.6793752579409541,0
-0.5328651459812047,-0.23102873489341197,1
0.0668151894817818,-0.9710248406752541,0
0.6519932932697208,-0.09191483289211484,1
